"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2024","13.080","13.080","13.080","13.080","","0.04%"
"10/10/2024","13.075","13.075","13.075","13.075","","0.04%"
"10/09/2024","13.070","13.070","13.070","13.070","","-0.19%"
"10/08/2024","13.095","13.095","13.095","13.095","","-0.30%"
"10/07/2024","13.135","13.135","13.135","13.135","","0.34%"
"10/04/2024","13.090","13.090","13.090","13.090","","-0.04%"
"10/03/2024","13.095","13.095","13.095","13.095","","0.04%"
"10/02/2024","13.090","13.090","13.090","13.090","","-0.65%"
"10/01/2024","13.175","13.175","13.175","13.175","","0.38%"
"09/30/2024","13.125","13.125","13.125","13.125","","-0.61%"
"09/27/2024","13.205","13.205","13.205","13.205","","0.11%"
"09/26/2024","13.190","13.190","13.190","13.190","","0.73%"
"09/25/2024","13.095","13.095","13.095","13.095","","0.31%"
"09/24/2024","13.055","13.055","13.055","13.055","","-1.14%"
"09/23/2024","13.205","13.205","13.205","13.205","","1.81%"
"09/20/2024","12.970","12.970","12.970","12.970","","1.09%"
"09/19/2024","12.830","12.830","12.830","12.830","","-2.95%"
"09/18/2024","13.220","13.220","13.220","13.220","","-0.60%"
"09/17/2024","13.300","13.300","13.300","13.300","","1.29%"
"09/16/2024","13.130","13.130","13.130","13.130","","-3.98%"
"09/13/2024","13.674","13.674","13.674","13.674","","-0.08%"
"09/12/2024","13.685","13.685","13.685","13.685","","-0.36%"
"09/11/2024","13.735","13.735","13.735","13.735","","-0.36%"
"09/10/2024","13.785","13.785","13.785","13.785","","0.04%"
"09/09/2024","13.780","13.780","13.780","13.780","","-0.07%"
"09/06/2024","13.790","13.790","13.790","13.790","","-0.18%"
"09/05/2024","13.815","13.815","13.815","13.815","","0.22%"
"09/04/2024","13.785","13.785","13.785","13.785","","-0.29%"
"09/03/2024","13.825","13.825","13.825","13.825","","-1.88%"
"08/30/2024","14.090","14.090","14.090","14.090","","0.57%"
"08/29/2024","14.010","14.010","14.010","14.010","","-0.39%"
"08/28/2024","14.065","14.065","14.065","14.065","","0.07%"
"08/27/2024","14.055","14.055","14.055","14.055","","1.70%"
"08/26/2024","13.820","13.820","13.820","13.820","","0.00%"
"08/23/2024","13.820","13.820","13.820","13.820","","0.51%"
"08/22/2024","13.750","13.750","13.750","13.750","","-0.29%"
"08/21/2024","13.790","13.790","13.790","13.790","","-1.04%"
"08/20/2024","13.935","13.935","13.935","13.935","","-3.66%"
"08/19/2024","14.465","14.465","14.465","14.465","","-0.34%"
"08/16/2024","14.515","14.515","14.515","14.515","","13.59%"
"08/15/2024","12.778","12.778","12.778","12.778","","0.46%"
"08/14/2024","12.720","12.720","12.720","12.720","","0.51%"
"08/13/2024","12.655","12.655","12.655","12.655","","0.24%"
"08/12/2024","12.625","12.625","12.625","12.625","","0.60%"
"08/09/2024","12.550","12.550","12.550","12.550","","-0.12%"
"08/08/2024","12.565","12.565","12.565","12.565","","0.24%"
"08/07/2024","12.535","12.535","12.535","12.535","","0.20%"
"08/06/2024","12.510","12.510","12.510","12.510","","0.52%"
"08/05/2024","12.445","12.445","12.445","12.445","","-0.60%"
"08/02/2024","12.520","12.520","12.520","12.520","","0.24%"
"08/01/2024","12.490","12.490","12.490","12.490","","-0.28%"
"07/31/2024","12.525","12.525","12.525","12.525","","0.40%"
"07/30/2024","12.475","12.475","12.475","12.475","","0.24%"
"07/29/2024","12.445","12.445","12.445","12.445","","1.97%"
"07/26/2024","12.205","12.205","12.205","12.205","","1.08%"
"07/25/2024","12.075","12.075","12.075","12.075","","-1.31%"
"07/24/2024","12.235","12.235","12.235","12.235","","1.87%"
"07/23/2024","12.010","12.010","12.010","12.010","","-0.70%"
"07/22/2024","12.095","12.095","12.095","12.095","","-0.17%"
"07/19/2024","12.115","12.115","12.115","12.115","","-0.70%"
"07/18/2024","12.200","12.200","12.200","12.200","","0.91%"
"07/17/2024","12.090","12.090","12.090","12.090","","-1.71%"
"07/16/2024","12.300","12.300","12.300","12.300","","-0.17%"
"07/15/2024","12.321","12.321","12.321","12.321","","-0.07%"
"07/12/2024","12.330","12.330","12.330","12.330","","-0.28%"
"07/11/2024","12.365","12.365","12.365","12.365","","0.12%"
"07/10/2024","12.350","12.350","12.350","12.350","","-0.12%"
"07/09/2024","12.365","12.365","12.365","12.365","","-0.20%"
"07/08/2024","12.390","12.390","12.390","12.390","","-0.76%"
"07/05/2024","12.485","12.485","12.485","12.485","","0.52%"
"07/03/2024","12.420","12.420","12.420","12.420","","-1.11%"
"07/02/2024","12.560","12.560","12.560","12.560","","0.20%"
"07/01/2024","12.535","12.535","12.535","12.535","","-0.79%"
"06/28/2024","12.635","12.635","12.635","12.635","","-0.20%"
"06/27/2024","12.660","12.660","12.660","12.660","","0.32%"
"06/26/2024","12.620","12.620","12.620","12.620","","-0.90%"
"06/25/2024","12.735","12.735","12.735","12.735","","0.99%"
"06/24/2024","12.610","12.610","12.610","12.610","","1.16%"
"06/21/2024","12.465","12.465","12.465","12.465","","-1.07%"
"06/20/2024","12.600","12.600","12.600","12.600","","0.00%"
"06/18/2024","12.600","12.600","12.600","12.600","","0.20%"
"06/17/2024","12.575","12.575","12.575","12.575","","3.60%"
"06/14/2024","12.138","12.138","12.138","12.138","","0.36%"
"06/13/2024","12.095","12.095","12.095","12.095","","0.54%"
"06/12/2024","12.030","12.030","12.030","12.030","","0.25%"
"06/11/2024","12.000","12.000","12.000","12.000","","0.29%"
"06/10/2024","11.965","11.965","11.965","11.965","","-0.04%"
"06/07/2024","11.970","11.970","11.970","11.970","","-0.13%"
"06/06/2024","11.985","11.985","11.985","11.985","","0.13%"
"06/05/2024","11.970","11.970","11.970","11.970","","-0.17%"
"06/04/2024","11.990","11.990","11.990","11.990","","-0.50%"
"06/03/2024","12.050","12.050","12.050","12.050","","1.22%"
"05/31/2024","11.905","11.905","11.905","11.905","","-0.46%"
"05/30/2024","11.960","11.960","11.960","11.960","","1.10%"
"05/29/2024","11.830","11.830","11.830","11.830","","-1.05%"
"05/28/2024","11.955","11.955","11.955","11.955","","0.13%"
"05/24/2024","11.940","11.940","11.940","11.940","","-2.57%"
"05/23/2024","12.255","12.255","12.255","12.255","","2.34%"
"05/22/2024","11.975","11.975","11.975","11.975","","1.27%"
"05/21/2024","11.825","11.825","11.825","11.825","","2.78%"
"05/20/2024","11.505","11.505","11.505","11.505","","3.09%"
"05/17/2024","11.160","11.160","11.160","11.160","","1.04%"
"05/16/2024","11.045","11.045","11.045","11.045","","5.50%"
"05/15/2024","10.469","10.469","10.469","10.469","","0.18%"
"05/14/2024","10.450","10.450","10.450","10.450","","0.00%"
"05/13/2024","10.450","10.450","10.450","10.450","","-0.24%"
"05/10/2024","10.475","10.475","10.475","10.475","","0.14%"
"05/09/2024","10.460","10.460","10.460","10.460","","0.00%"
"05/08/2024","10.460","10.460","10.460","10.460","","-0.38%"
"05/07/2024","10.500","10.500","10.500","10.500","","0.29%"
"05/06/2024","10.470","10.470","10.470","10.470","","0.00%"
"05/03/2024","10.470","10.470","10.470","10.470","","0.58%"
"05/02/2024","10.410","10.410","10.410","10.410","","1.71%"
"05/01/2024","10.235","10.235","10.235","10.235","","-0.97%"
"04/30/2024","10.335","10.335","10.335","10.335","","1.22%"
"04/29/2024","10.210","10.210","10.210","10.210","","-1.11%"
"04/26/2024","10.325","10.325","10.325","10.325","","-1.01%"
"04/25/2024","10.430","10.430","10.430","10.430","","-0.05%"
"04/24/2024","10.435","10.435","10.435","10.435","","2.05%"
"04/23/2024","10.225","10.225","10.225","10.225","","-2.90%"
"04/22/2024","10.530","10.530","10.530","10.530","","0.29%"
"04/19/2024","10.500","10.500","10.500","10.500","","-3.49%"
"04/18/2024","10.880","10.880","10.880","10.880","","1.26%"
"04/17/2024","10.745","10.745","10.745","10.745","","-4.57%"
"04/16/2024","11.260","11.260","11.260","11.260","","16.24%"
"04/15/2024","9.687","9.687","9.687","9.687","","0.44%"
"04/12/2024","9.645","9.645","9.645","9.645","","0.36%"
"04/11/2024","9.610","9.610","9.610","9.610","","0.26%"
"04/10/2024","9.585","9.585","9.585","9.585","","0.00%"
"04/09/2024","9.585","9.585","9.585","9.585","","0.10%"
"04/08/2024","9.575","9.575","9.575","9.575","","0.31%"
"04/05/2024","9.545","9.545","9.545","9.545","","0.00%"
"04/04/2024","9.545","9.545","9.545","9.545","","0.47%"
"04/03/2024","9.500","9.500","9.500","9.500","","0.37%"
"04/02/2024","9.465","9.465","9.465","9.465","","-0.73%"
"04/01/2024","9.535","9.535","9.535","9.535","","0.00%"
"03/28/2024","9.535","9.535","9.535","9.535","","1.44%"
"03/27/2024","9.400","9.400","9.400","9.400","","-1.83%"
"03/26/2024","9.575","9.575","9.575","9.575","","-1.44%"
"03/25/2024","9.715","9.715","9.715","9.715","","2.86%"
"03/22/2024","9.445","9.445","9.445","9.445","","1.72%"
"03/21/2024","9.285","9.285","9.285","9.285","","-2.98%"
"03/20/2024","9.570","9.570","9.570","9.570","","-3.33%"
"03/19/2024","9.900","9.900","9.900","9.900","","0.20%"
"03/18/2024","9.880","9.880","9.880","9.880","","15.95%"
"03/15/2024","8.521","8.521","8.521","8.521","","0.37%"
"03/14/2024","8.490","8.490","8.490","8.490","","0.18%"
"03/13/2024","8.475","8.475","8.475","8.475","","0.12%"
"03/12/2024","8.465","8.465","8.465","8.465","","0.00%"
"03/11/2024","8.465","8.465","8.465","8.465","","0.06%"
"03/08/2024","8.460","8.460","8.460","8.460","","0.71%"
"03/07/2024","8.400","8.400","8.400","8.400","","-0.18%"
"03/06/2024","8.415","8.415","8.415","8.415","","0.42%"
"03/05/2024","8.380","8.380","8.380","8.380","","0.48%"
"03/04/2024","8.340","8.340","8.340","8.340","","0.48%"
"03/01/2024","8.300","8.300","8.300","8.300","","-0.84%"
"02/29/2024","8.370","8.370","8.370","8.370","","-1.47%"
"02/28/2024","8.495","8.495","8.495","8.495","","3.35%"
"02/27/2024","8.220","8.220","8.220","8.220","","-0.96%"
"02/26/2024","8.300","8.300","8.300","8.300","","2.15%"
"02/23/2024","8.125","8.125","8.125","8.125","","-0.37%"
"02/22/2024","8.155","8.155","8.155","8.155","","-1.69%"
"02/21/2024","8.295","8.295","8.295","8.295","","-0.90%"
"02/20/2024","8.370","8.370","8.370","8.370","","-2.33%"
"02/16/2024","8.570","8.570","8.570","8.570","","-8.31%"
"02/15/2024","9.347","9.347","9.347","9.347","","-0.19%"
"02/14/2024","9.365","9.365","9.365","9.365","","-0.43%"
"02/13/2024","9.405","9.405","9.405","9.405","","-0.32%"
"02/12/2024","9.435","9.435","9.435","9.435","","0.00%"
"02/09/2024","9.435","9.435","9.435","9.435","","-0.16%"
"02/08/2024","9.450","9.450","9.450","9.450","","0.00%"
"02/07/2024","9.450","9.450","9.450","9.450","","-0.21%"
"02/06/2024","9.470","9.470","9.470","9.470","","0.16%"
"02/05/2024","9.455","9.455","9.455","9.455","","-0.05%"
"02/02/2024","9.460","9.460","9.460","9.460","","0.00%"
"02/01/2024","9.460","9.460","9.460","9.460","","-0.73%"
"01/31/2024","9.530","9.530","9.530","9.530","","0.53%"
"01/30/2024","9.480","9.480","9.480","9.480","","0.96%"
"01/29/2024","9.390","9.390","9.390","9.390","","1.08%"
"01/26/2024","9.290","9.290","9.290","9.290","","-1.06%"
"01/25/2024","9.390","9.390","9.390","9.390","","-1.93%"
"01/24/2024","9.575","9.575","9.575","9.575","","2.57%"
"01/23/2024","9.335","9.335","9.335","9.335","","-0.74%"
"01/22/2024","9.405","9.405","9.405","9.405","","-1.88%"
"01/19/2024","9.585","9.585","9.585","9.585","","0.31%"
"01/18/2024","9.555","9.555","9.555","9.555","","0.05%"
"01/17/2024","9.550","9.550","9.550","9.550","","-4.74%"
"01/16/2024","10.025","10.025","10.025","10.025","","-10.49%"
"01/12/2024","11.200","11.200","11.200","11.200","","-0.40%"
"01/11/2024","11.245","11.245","11.245","11.245","","-0.35%"
"01/10/2024","11.285","11.285","11.285","11.285","","-0.13%"
"01/09/2024","11.300","11.300","11.300","11.300","","-1.57%"
"01/08/2024","11.480","11.480","11.480","11.480","","-0.73%"
"01/05/2024","11.565","11.565","11.565","11.565","","0.09%"
"01/04/2024","11.555","11.555","11.555","11.555","","0.48%"
"01/03/2024","11.500","11.500","11.500","11.500","","0.04%"
"01/02/2024","11.495","11.495","11.495","11.495","","-0.22%"
"12/29/2023","11.520","11.520","11.520","11.520","","-1.75%"
"12/28/2023","11.725","11.725","11.725","11.725","","-1.22%"
"12/27/2023","11.870","11.870","11.870","11.870","","-0.63%"
"12/26/2023","11.945","11.945","11.945","11.945","","0.00%"
"12/22/2023","11.945","11.945","11.945","11.945","","0.08%"
"12/21/2023","11.935","11.935","11.935","11.935","","1.06%"
"12/20/2023","11.810","11.810","11.810","11.810","","0.30%"
"12/19/2023","11.775","11.775","11.775","11.775","","-5.00%"
"12/18/2023","12.395","12.395","12.395","12.395","","-18.44%"
"12/15/2023","15.197","15.197","15.197","15.197","","-0.84%"
"12/14/2023","15.325","15.325","15.325","15.325","","-0.84%"
"12/13/2023","15.455","15.455","15.455","15.455","","-1.02%"
"12/12/2023","15.615","15.615","15.615","15.615","","-0.83%"
"12/11/2023","15.745","15.745","15.745","15.745","","-1.44%"
"12/08/2023","15.975","15.975","15.975","15.975","","-0.47%"
"12/07/2023","16.050","16.050","16.050","16.050","","0.28%"
"12/06/2023","16.005","16.005","16.005","16.005","","-0.34%"
"12/05/2023","16.060","16.060","16.060","16.060","","0.06%"
"12/04/2023","16.050","16.050","16.050","16.050","","-1.23%"
"12/01/2023","16.250","16.250","16.250","16.250","","0.71%"
"11/30/2023","16.135","16.135","16.135","16.135","","-0.68%"
"11/29/2023","16.245","16.245","16.245","16.245","","-1.07%"
"11/28/2023","16.420","16.420","16.420","16.420","","-0.51%"
"11/27/2023","16.505","16.505","16.505","16.505","","-3.45%"
"11/24/2023","17.095","17.095","17.095","17.095","","3.67%"
"11/22/2023","16.490","16.490","16.490","16.490","","0.15%"
"11/21/2023","16.465","16.465","16.465","16.465","","-3.85%"
"11/20/2023","17.125","17.125","17.125","17.125","","0.88%"
"11/17/2023","16.975","16.975","16.975","16.975","","-0.73%"
"11/16/2023","17.100","17.100","17.100","17.100","","-0.01%"
"11/15/2023","17.102","17.102","17.102","17.102","","-0.13%"
"11/14/2023","17.125","17.125","17.125","17.125","","-0.44%"
"11/13/2023","17.200","17.200","17.200","17.200","","0.09%"
"11/10/2023","17.185","17.185","17.185","17.185","","-0.41%"
"11/09/2023","17.255","17.255","17.255","17.255","","-0.20%"
"11/08/2023","17.290","17.290","17.290","17.290","","-0.37%"
"11/07/2023","17.355","17.355","17.355","17.355","","-0.52%"
"11/06/2023","17.445","17.445","17.445","17.445","","-0.71%"
"11/03/2023","17.570","17.570","17.570","17.570","","-0.43%"
"11/02/2023","17.645","17.645","17.645","17.645","","-0.06%"
"11/01/2023","17.655","17.655","17.655","17.655","","-0.37%"
"10/31/2023","17.720","17.720","17.720","17.720","","-1.06%"
"10/30/2023","17.910","17.910","17.910","17.910","","0.08%"
"10/27/2023","17.895","17.895","17.895","17.895","","-0.08%"
"10/26/2023","17.910","17.910","17.910","17.910","","-0.25%"
"10/25/2023","17.955","17.955","17.955","17.955","","0.64%"
"10/24/2023","17.840","17.840","17.840","17.840","","-4.01%"
"10/23/2023","18.585","18.585","18.585","18.585","","1.01%"
"10/20/2023","18.400","18.400","18.400","18.400","","0.85%"
"10/19/2023","18.245","18.245","18.245","18.245","","-0.25%"
"10/18/2023","18.290","18.290","18.290","18.290","","3.66%"
"10/17/2023","17.645","17.645","17.645","17.645","","-0.42%"
"10/16/2023","17.720","17.720","17.720","17.720","","22.42%"
"10/13/2023","14.475","14.475","14.475","14.475","","0.80%"
"10/12/2023","14.360","14.360","14.360","14.360","","0.38%"
"10/11/2023","14.305","14.305","14.305","14.305","","0.42%"
"10/10/2023","14.245","14.245","14.245","14.245","","0.64%"
"10/09/2023","14.155","14.155","14.155","14.155","","0.57%"
"10/06/2023","14.075","14.075","14.075","14.075","","-0.21%"
"10/05/2023","14.105","14.105","14.105","14.105","","-0.32%"
"10/04/2023","14.150","14.150","14.150","14.150","","-0.67%"
"10/03/2023","14.245","14.245","14.245","14.245","","-1.04%"
"10/02/2023","14.395","14.395","14.395","14.395","","-1.61%"
"09/29/2023","14.630","14.630","14.630","14.630","","-0.88%"
"09/28/2023","14.760","14.760","14.760","14.760","","1.13%"
"09/27/2023","14.595","14.595","14.595","14.595","","-0.38%"
"09/26/2023","14.650","14.650","14.650","14.650","","-2.27%"
"09/25/2023","14.990","14.990","14.990","14.990","","2.71%"
"09/22/2023","14.595","14.595","14.595","14.595","","1.85%"
"09/21/2023","14.330","14.330","14.330","14.330","","0.63%"
"09/20/2023","14.240","14.240","14.240","14.240","","-0.07%"
"09/19/2023","14.250","14.250","14.250","14.250","","1.86%"
"09/18/2023","13.990","13.990","13.990","13.990","","4.96%"
"09/15/2023","13.329","13.329","13.329","13.329","","-0.27%"
"09/14/2023","13.365","13.365","13.365","13.365","","-0.19%"
"09/13/2023","13.390","13.390","13.390","13.390","","0.00%"
"09/12/2023","13.390","13.390","13.390","13.390","","0.04%"
"09/11/2023","13.385","13.385","13.385","13.385","","0.41%"
"09/08/2023","13.330","13.330","13.330","13.330","","0.08%"
"09/07/2023","13.320","13.320","13.320","13.320","","0.83%"
"09/06/2023","13.210","13.210","13.210","13.210","","-0.23%"
"09/05/2023","13.240","13.240","13.240","13.240","","-1.16%"
"09/01/2023","13.395","13.395","13.395","13.395","","1.48%"
"08/31/2023","13.200","13.200","13.200","13.200","","-1.53%"
"08/30/2023","13.405","13.405","13.405","13.405","","0.07%"
"08/29/2023","13.395","13.395","13.395","13.395","","-0.48%"
"08/28/2023","13.460","13.460","13.460","13.460","","0.00%"
"08/25/2023","13.460","13.460","13.460","13.460","","4.18%"
"08/24/2023","12.920","12.920","12.920","12.920","","-5.93%"
"08/23/2023","13.735","13.735","13.735","13.735","","-3.95%"
"08/22/2023","14.300","14.300","14.300","14.300","","0.00%"
"08/21/2023","14.300","14.300","14.300","14.300","","2.51%"
"08/18/2023","13.950","13.950","13.950","13.950","","-1.48%"
"08/17/2023","14.160","14.160","14.160","14.160","","-1.12%"
"08/16/2023","14.320","14.320","14.320","14.320","","27.80%"
"08/15/2023","11.205","11.205","11.205","11.205","","0.54%"
"08/14/2023","11.145","11.145","11.145","11.145","","0.54%"
"08/11/2023","11.085","11.085","11.085","11.085","","0.36%"
"08/10/2023","11.045","11.045","11.045","11.045","","0.14%"
"08/09/2023","11.030","11.030","11.030","11.030","","0.68%"
"08/08/2023","10.955","10.955","10.955","10.955","","-0.23%"
"08/07/2023","10.980","10.980","10.980","10.980","","0.23%"
"08/04/2023","10.955","10.955","10.955","10.955","","-0.41%"
"08/03/2023","11.000","11.000","11.000","11.000","","0.27%"
"08/02/2023","10.970","10.970","10.970","10.970","","0.41%"
"08/01/2023","10.925","10.925","10.925","10.925","","0.05%"
"07/31/2023","10.920","10.920","10.920","10.920","","1.30%"
"07/28/2023","10.780","10.780","10.780","10.780","","-1.73%"
"07/27/2023","10.970","10.970","10.970","10.970","","-1.17%"
"07/26/2023","11.100","11.100","11.100","11.100","","-3.14%"
"07/25/2023","11.460","11.460","11.460","11.460","","1.78%"
"07/24/2023","11.260","11.260","11.260","11.260","","3.45%"
"07/21/2023","10.885","10.885","10.885","10.885","","-0.32%"
"07/20/2023","10.920","10.920","10.920","10.920","","1.63%"
"07/19/2023","10.745","10.745","10.745","10.745","","-2.50%"
"07/18/2023","11.020","11.020","11.020","11.020","","4.36%"
"07/17/2023","10.560","10.560","10.560","10.560","","-11.03%"
"07/14/2023","11.869","11.869","11.869","11.869","","-0.34%"
"07/13/2023","11.910","11.910","11.910","11.910","","-0.54%"
"07/12/2023","11.975","11.975","11.975","11.975","","-0.37%"
"07/11/2023","12.020","12.020","12.020","12.020","","-0.33%"
"07/10/2023","12.060","12.060","12.060","12.060","","-0.21%"
"07/07/2023","12.085","12.085","12.085","12.085","","0.08%"
"07/06/2023","12.075","12.075","12.075","12.075","","-0.21%"
"07/05/2023","12.100","12.100","12.100","12.100","","0.17%"
"07/03/2023","12.080","12.080","12.080","12.080","","-1.31%"
"06/30/2023","12.240","12.240","12.240","12.240","","0.99%"
"06/29/2023","12.120","12.120","12.120","12.120","","0.83%"
"06/28/2023","12.020","12.020","12.020","12.020","","-0.41%"
"06/27/2023","12.070","12.070","12.070","12.070","","2.37%"
"06/26/2023","11.790","11.790","11.790","11.790","","-0.38%"
"06/23/2023","11.835","11.835","11.835","11.835","","-1.91%"
"06/22/2023","12.065","12.065","12.065","12.065","","-3.29%"
"06/21/2023","12.475","12.475","12.475","12.475","","-2.08%"
"06/20/2023","12.740","12.740","12.740","12.740","","13.75%"
"06/16/2023","11.200","11.200","11.200","11.200","","16.86%"
"06/15/2023","9.584","9.584","9.584","9.584","","1.96%"
"06/14/2023","9.400","9.400","9.400","9.400","","1.08%"
"06/13/2023","9.300","9.300","9.300","9.300","","0.38%"
"06/12/2023","9.265","9.265","9.265","9.265","","0.16%"
"06/09/2023","9.250","9.250","9.250","9.250","","0.43%"
"06/08/2023","9.210","9.210","9.210","9.210","","-0.27%"
"06/07/2023","9.235","9.235","9.235","9.235","","0.27%"
"06/06/2023","9.210","9.210","9.210","9.210","","-0.59%"
"06/05/2023","9.265","9.265","9.265","9.265","","-0.22%"
"06/02/2023","9.285","9.285","9.285","9.285","","0.22%"
"06/01/2023","9.265","9.265","9.265","9.265","","-0.22%"
"05/31/2023","9.285","9.285","9.285","9.285","","-0.85%"
"05/30/2023","9.365","9.365","9.365","9.365","","1.41%"
"05/26/2023","9.235","9.235","9.235","9.235","","-1.23%"
"05/25/2023","9.350","9.350","9.350","9.350","","-2.40%"
"05/24/2023","9.580","9.580","9.580","9.580","","-1.59%"
"05/23/2023","9.735","9.735","9.735","9.735","","-0.21%"
"05/22/2023","9.755","9.755","9.755","9.755","","-0.86%"
"05/19/2023","9.840","9.840","9.840","9.840","","1.29%"
"05/18/2023","9.715","9.715","9.715","9.715","","-2.31%"
"05/17/2023","9.945","9.945","9.945","9.945","","0.91%"
"05/16/2023","9.855","9.855","9.855","9.855","","-10.81%"
"05/15/2023","11.049","11.049","11.049","11.049","","-0.59%"
"05/12/2023","11.115","11.115","11.115","11.115","","-0.40%"
"05/11/2023","11.160","11.160","11.160","11.160","","-0.45%"
"05/10/2023","11.210","11.210","11.210","11.210","","-0.27%"
"05/09/2023","11.240","11.240","11.240","11.240","","-0.66%"
"05/08/2023","11.315","11.315","11.315","11.315","","0.00%"
"05/05/2023","11.315","11.315","11.315","11.315","","0.04%"
"05/04/2023","11.310","11.310","11.310","11.310","","-1.65%"
"05/03/2023","11.500","11.500","11.500","11.500","","0.04%"
"05/02/2023","11.495","11.495","11.495","11.495","","-0.48%"
"05/01/2023","11.550","11.550","11.550","11.550","","0.00%"
"04/28/2023","11.550","11.550","11.550","11.550","","-0.39%"
"04/27/2023","11.595","11.595","11.595","11.595","","-0.39%"
"04/26/2023","11.640","11.640","11.640","11.640","","-1.73%"
"04/25/2023","11.845","11.845","11.845","11.845","","-0.25%"
"04/24/2023","11.875","11.875","11.875","11.875","","-0.04%"
"04/21/2023","11.880","11.880","11.880","11.880","","-2.90%"
"04/20/2023","12.235","12.235","12.235","12.235","","-0.08%"
"04/19/2023","12.245","12.245","12.245","12.245","","-4.71%"
"04/18/2023","12.850","12.850","12.850","12.850","","2.88%"
"04/17/2023","12.490","12.490","12.490","12.490","","-0.82%"
"04/14/2023","12.593","12.593","12.593","12.593","","-0.10%"
"04/13/2023","12.605","12.605","12.605","12.605","","-0.16%"
"04/12/2023","12.625","12.625","12.625","12.625","","0.44%"
"04/11/2023","12.570","12.570","12.570","12.570","","-0.44%"
"04/10/2023","12.625","12.625","12.625","12.625","","0.00%"
"04/06/2023","12.625","12.625","12.625","12.625","","-0.43%"
"04/05/2023","12.680","12.680","12.680","12.680","","-3.65%"
"04/04/2023","13.160","13.160","13.160","13.160","","3.22%"
"04/03/2023","12.750","12.750","12.750","12.750","","-5.66%"
"03/31/2023","13.515","13.515","13.515","13.515","","6.42%"
"03/30/2023","12.700","12.700","12.700","12.700","","1.32%"
"03/29/2023","12.535","12.535","12.535","12.535","","0.24%"
"03/28/2023","12.505","12.505","12.505","12.505","","-0.16%"
"03/27/2023","12.525","12.525","12.525","12.525","","-1.38%"
"03/24/2023","12.700","12.700","12.700","12.700","","-4.76%"
"03/23/2023","13.335","13.335","13.335","13.335","","5.50%"
"03/22/2023","12.640","12.640","12.640","12.640","","-7.37%"
"03/21/2023","13.645","13.645","13.645","13.645","","3.72%"
"03/20/2023","13.155","13.155","13.155","13.155","","-0.19%"
"03/17/2023","13.180","13.180","13.180","13.180","","-2.77%"
"03/16/2023","13.555","13.555","13.555","13.555","","-4.33%"
"03/15/2023","14.168","14.168","14.168","14.168","","-0.23%"
"03/14/2023","14.200","14.200","14.200","14.200","","-0.32%"
"03/13/2023","14.245","14.245","14.245","14.245","","0.64%"
"03/10/2023","14.155","14.155","14.155","14.155","","-1.08%"
"03/09/2023","14.310","14.310","14.310","14.310","","2.99%"
"03/08/2023","13.895","13.895","13.895","13.895","","-0.32%"
"03/07/2023","13.940","13.940","13.940","13.940","","-2.42%"
"03/06/2023","14.285","14.285","14.285","14.285","","-0.28%"
"03/03/2023","14.325","14.325","14.325","14.325","","-1.78%"
"03/02/2023","14.585","14.585","14.585","14.585","","0.03%"
"03/01/2023","14.580","14.580","14.580","14.580","","1.53%"
"02/28/2023","14.360","14.360","14.360","14.360","","-4.07%"
"02/27/2023","14.970","14.970","14.970","14.970","","-0.13%"
"02/24/2023","14.990","14.990","14.990","14.990","","0.60%"
"02/23/2023","14.900","14.900","14.900","14.900","","0.40%"
"02/22/2023","14.840","14.840","14.840","14.840","","3.78%"
"02/21/2023","14.300","14.300","14.300","14.300","","-10.18%"
"02/17/2023","15.920","15.920","15.920","15.920","","-2.30%"
"02/16/2023","16.295","16.295","16.295","16.295","","-8.87%"
"02/15/2023","17.882","17.882","17.882","17.882","","-0.04%"
"02/14/2023","17.890","17.890","17.890","17.890","","-0.03%"
"02/13/2023","17.895","17.895","17.895","17.895","","-0.50%"
"02/10/2023","17.985","17.985","17.985","17.985","","0.39%"
"02/09/2023","17.915","17.915","17.915","17.915","","-0.08%"
"02/08/2023","17.930","17.930","17.930","17.930","","-1.40%"
"02/07/2023","18.185","18.185","18.185","18.185","","-1.68%"
"02/06/2023","18.495","18.495","18.495","18.495","","-0.16%"
"02/03/2023","18.525","18.525","18.525","18.525","","0.84%"
"02/02/2023","18.370","18.370","18.370","18.370","","-3.16%"
"02/01/2023","18.970","18.970","18.970","18.970","","-0.29%"
"01/31/2023","19.025","19.025","19.025","19.025","","-2.36%"
"01/30/2023","19.485","19.485","19.485","19.485","","-0.08%"
"01/27/2023","19.500","19.500","19.500","19.500","","-3.30%"
"01/26/2023","20.165","20.165","20.165","20.165","","-3.70%"
"01/25/2023","20.940","20.940","20.940","20.940","","-5.31%"
"01/24/2023","22.115","22.115","22.115","22.115","","-4.90%"
"01/23/2023","23.255","23.255","23.255","23.255","","1.93%"
"01/20/2023","22.815","22.815","22.815","22.815","","-0.59%"
"01/19/2023","22.950","22.950","22.950","22.950","","-0.61%"
"01/18/2023","23.090","23.090","23.090","23.090","","1.61%"
"01/17/2023","22.725","22.725","22.725","22.725","","-15.23%"
"01/13/2023","26.807","26.807","26.807","26.807","","0.18%"
"01/12/2023","26.760","26.760","26.760","26.760","","-0.41%"
"01/11/2023","26.870","26.870","26.870","26.870","","-0.70%"
"01/10/2023","27.060","27.060","27.060","27.060","","-0.20%"
"01/09/2023","27.115","27.115","27.115","27.115","","-4.69%"
